timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
1 6 8 0.3711220599728472 0.028877940027152826
1 8 10 0.3710036666741302 0.028996333325869816
1 12 17 0.3857096130409124 0.014290386959087631
1 17 18 0.318235914541174 0.08176408545882602
2 6 8 0.37077871632770126 0.02922128367229876
2 8 10 0.365883781531558 0.03411621846844204
2 12 17 0.3821436685356392 0.01785633146436083
2 17 18 0.3246221477199608 0.07537785228003924
3 6 8 0.3704532151701906 0.029546784829809436
3 8 10 0.3552093770841526 0.0447906229158474
3 12 17 0.3714522670908995 0.02854773290910051
3 17 18 0.356344487807305 0.043655512192695034
4 6 8 0.37001810579504274 0.029981894204957282
4 6 18 0.39905644600427403 9.435539957259875E-4
4 8 10 0.3490350386400981 0.05096496135990192
4 9 10 0.39679019133893784 0.0032098086610621857
4 12 17 0.36343355557912527 0.036566444420874755
