timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
1 4 12 0.3872526599585771 0.012747340041422917
1 11 24 0.37990638964008233 0.02009361035991769
1 15 16 0.3695694334163667 0.0304305665836333
1 21 25 0.38694841155021475 0.013051588449785267
2 4 12 0.37248904137494804 0.027510958625051984
2 15 16 0.369660965412018 0.03033903458798204
2 21 25 0.38553738747371175 0.014462612526288277
3 4 12 0.34828797836609676 0.05171202163390326
3 15 24 0.3936270331795676 0.006372966820432424
3 21 25 0.38154422123156057 0.018455778768439457
4 4 12 0.34919974954340094 0.05080025045659908
4 5 22 0.38788644997024985 0.012113550029750175
4 15 24 0.37697087677833935 0.023029123221660674
4 21 25 0.3826022960183843 0.01739770398161572
4 24 27 0.38157693712697444 0.018423062873025586
