timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
11 1 14 0.3569467165263884 0.04305328347361165
11 1 16 0.3987568908077557 0.001243109192244296
11 3 19 0.2858426038695652 0.1141573961304348
11 4 7 0.35704179891305937 0.04295820108694065
11 5 18 0.31513805105624954 0.08486194894375049
11 6 8 0.38311578630452037 0.016884213695479655
11 6 17 0.3972381127723506 0.0027618872276494177
11 7 15 0.39830692418355895 0.0016930758164410697
11 9 15 0.27365542491024747 0.12634457508975255
11 13 19 0.3719377180225502 0.02806228197744981
12 1 14 0.299513384040423 0.10048661595957703
12 3 19 0.2354136225664839 0.16458637743351612
12 4 7 0.38159893957699126 0.018401060423008764
12 4 15 0.3698424519531531 0.03015754804684695
12 5 18 0.3271925510424252 0.07280744895757485
12 6 8 0.2626806014480147 0.13731939855198533
12 6 17 0.3181290489750471 0.0818709510249529
12 7 15 0.3762707544259119 0.02372924557408812
12 9 15 0.2710071321262342 0.12899286787376585
13 1 14 0.3025222425346393 0.09747775746536075
13 3 19 0.31979364757226386 0.08020635242773616
13 4 15 0.31570670434574233 0.0842932956542577
13 5 18 0.35226999370403117 0.04773000629596885
13 6 8 0.3431224211101441 0.056877578889855895
13 6 17 0.25435927951891646 0.14564072048108356
13 7 15 0.3674168146885149 0.03258318531148513
13 8 17 0.35186051907707844 0.048139480922921585
13 9 15 0.3030095407617274 0.0969904592382726
13 12 14 0.31775339417240356 0.08224660582759646
14 1 12 0.3849764485762327 0.015023551423767323
14 1 14 0.33278475506662475 0.06721524493337527
14 3 19 0.3290588800100845 0.07094111998991554
14 4 15 0.2747335799960302 0.12526642000396981
14 5 18 0.39802987040576804 0.001970129594231984
14 7 15 0.3820865228394116 0.017913477160588442
14 8 17 0.39393099388161573 0.00606900611838429
14 9 15 0.38941025669058643 0.01058974330941359
14 12 14 0.2856248680596191 0.1143751319403809
14 14 16 0.3560885786904941 0.04391142130950593
15 1 12 0.3000993581847747 0.09990064181522534
15 1 14 0.3747241163049045 0.025275883695095536
15 3 19 0.32043218176680915 0.07956781823319087
15 4 15 0.25474034451299055 0.14525965548700948
15 5 16 0.2965694776605906 0.10343052233940941
15 12 14 0.3064241074594724 0.09357589254052762
15 14 16 0.28597588303346444 0.11402411696653558
16 1 12 0.3103743911603185 0.08962560883968151
16 1 16 0.3876754936717536 0.012324506328246443
16 3 19 0.3241356268136419 0.07586437318635814
16 4 15 0.24366328786635158 0.15633671213364844
16 4 20 0.32022731978378527 0.07977268021621475
16 5 16 0.20548291901386342 0.1945170809861366
16 12 14 0.3566980486841487 0.043301951315851295
16 14 16 0.2751232969544663 0.12487670304553372
16 18 20 0.33014569114650966 0.06985430885349037
17 1 12 0.37881821148930245 0.021181788510697575
17 2 9 0.38023837212277267 0.01976162787722735
17 3 19 0.3727113568484735 0.027288643151526515
17 4 15 0.23422020848129732 0.1657797915187027
17 4 20 0.25064329494913634 0.14935670505086368
17 5 14 0.3827740658252179 0.01722593417478213
17 5 16 0.22685906312169787 0.17314093687830215
17 5 20 0.3622560086020111 0.037743991397988896
17 14 16 0.3618881677667048 0.03811183223329523
17 14 18 0.3667842662131264 0.03321573378687365
17 18 20 0.2678633919868043 0.1321366080131957
18 2 9 0.3877756403092494 0.012224359690750641
18 4 15 0.2364326027144393 0.16356739728556072
18 4 20 0.22273523879972448 0.17726476120027554
18 5 16 0.3415248077088892 0.05847519229111081
18 5 20 0.24496431826807974 0.15503568173192028
18 6 17 0.38112743059151294 0.018872569408487083
18 7 15 0.30966067987280976 0.09033932012719026
18 14 16 0.39565785084141625 0.004342149158583775
18 14 18 0.32100677229881164 0.07899322770118838
18 15 20 0.36294019939634 0.03705980060366004
18 18 20 0.29055148203275094 0.10944851796724908
19 1 8 0.3935495968444436 0.0064504031555563945
19 4 7 0.2614115138480026 0.13858848615199743
19 4 15 0.280790470321343 0.119209529678657
19 4 20 0.25276699944371567 0.14723300055628435
19 5 20 0.19617130867548624 0.20382869132451378
19 7 15 0.26038905630655784 0.13961094369344218
19 12 16 0.3749496419894393 0.025050358010560714
19 15 18 0.3362737918483439 0.06372620815165614
19 15 20 0.3553023160596196 0.04469768394038043
19 18 20 0.34326989767304883 0.05673010232695119
20 2 7 0.22178872774177064 0.1782112722582294
20 4 7 0.19513539582397982 0.2048646041760202
20 4 15 0.3155490421950236 0.08445095780497641
20 4 20 0.2723534133052573 0.12764658669474271
20 5 14 0.3307995784421913 0.0692004215578087
20 5 20 0.35866942329678786 0.04133057670321216
20 7 15 0.29243216645945963 0.10756783354054039
20 15 18 0.3119547259959051 0.0880452740040949
20 15 20 0.3541526227982741 0.045847377201725936
20 18 20 0.3751765066431766 0.024823493356823434
21 2 4 0.3791255270360594 0.020874472963940627
21 2 7 0.17948923349798876 0.22051076650201126
21 2 15 0.3949557689618578 0.005044231038142222
21 4 7 0.20215733027292448 0.19784266972707554
21 4 15 0.31566000042187653 0.08433999957812349
21 4 20 0.3066132166433936 0.09338678335660644
21 5 14 0.3209962933078257 0.07900370669217432
21 7 15 0.32715754049429235 0.07284245950570767
21 15 18 0.3621343583142405 0.03786564168575951
21 15 20 0.3791191935668134 0.020880806433186627
21 18 20 0.3757194229963809 0.02428057700361913
22 2 7 0.24293046391719264 0.15706953608280738
22 2 9 0.36368123995140156 0.036318760048598464
22 4 7 0.24612108816494313 0.1538789118350569
22 4 15 0.26387386302313304 0.13612613697686698
22 5 12 0.34496881754824016 0.055031182451759864
22 7 15 0.34968329100757667 0.050316708992423353
22 9 11 0.30856599005122415 0.09143400994877587
22 18 20 0.34417021271771714 0.05582978728228288
23 2 7 0.2730981771716885 0.12690182282831153
23 2 9 0.35221743017236595 0.04778256982763407
23 3 13 0.3971661707136773 0.0028338292863226977
23 4 7 0.28937259874396154 0.11062740125603848
23 4 15 0.20807224875764643 0.1919277512423536
23 5 12 0.3715196493649777 0.0284803506350223
23 7 15 0.35245879992441437 0.047541200075585655
23 9 11 0.31137203194316704 0.08862796805683298
24 2 7 0.25315443001176474 0.14684556998823528
24 3 13 0.3790831791438752 0.02091682085612484
24 4 7 0.3715888509360592 0.02841114906394082
24 4 15 0.2069329386121578 0.19306706138784221
24 7 15 0.3605772729880928 0.039422727011907244
24 10 11 0.36036416715934916 0.039635832840650864
25 2 7 0.23038102118676743 0.1696189788132326
25 2 11 0.3883270583935255 0.01167294160647453
25 3 13 0.3705171124856719 0.02948288751432815
25 4 15 0.315270418849712 0.084729581150288
25 7 15 0.370031274154513 0.029968725845487043
25 10 11 0.3369288086568145 0.0630711913431855
25 14 20 0.39457026557023217 0.005429734429767852
26 2 7 0.21696234899018307 0.18303765100981695
26 2 11 0.3483922787418436 0.051607721258156436
26 3 13 0.36513023065591227 0.03486976934408775
26 10 11 0.34903300162307505 0.05096699837692498
27 2 7 0.24079801014656937 0.15920198985343065
27 2 11 0.31799363365871053 0.0820063663412895
27 3 13 0.3594429073651681 0.040557092634831926
27 10 11 0.36458975119832165 0.03541024880167837
27 12 14 0.39212414449308886 0.007875855506911167
28 2 11 0.3053444084856939 0.09465559151430614
28 3 13 0.35096293933212586 0.049037060667874166
28 10 11 0.37298858528651696 0.027011414713483062
28 12 14 0.3911284598020968 0.008871540197903205
29 2 11 0.3487785103564448 0.05122148964355522
29 4 15 0.3469902010498783 0.0530097989501217
29 10 11 0.37616817826912746 0.02383182173087256
29 12 14 0.39427887150953195 0.005721128490468075
30 4 15 0.31700799754026077 0.08299200245973926
30 9 11 0.38683727750781777 0.013162722492182255
30 10 11 0.38483647680351063 0.015163523196489392
30 12 14 0.3963843609668574 0.0036156390331426036
31 4 15 0.3244285066653135 0.07557149333468655
31 9 11 0.3631252384605925 0.0368747615394075
31 12 14 0.3945267310204035 0.005473268979596546
32 4 15 0.3429290226891885 0.05707097731081151
32 9 11 0.3460476218441947 0.053952378155805336
32 12 14 0.38826599037685705 0.011734009623142971
33 4 15 0.35495467181757906 0.04504532818242096
33 9 11 0.3324158498555655 0.06758415014443453
33 12 14 0.37853582922721474 0.021464170772785285
34 4 15 0.3572840184365879 0.04271598156341211
34 9 11 0.3296912883085589 0.0703087116914411
34 12 14 0.3666393557886125 0.03336064421138751
35 4 15 0.35781126225061766 0.042188737749382366
35 9 11 0.37224844010591407 0.027751559894085953
35 12 14 0.3538945218525049 0.046105478147495105
36 4 15 0.3713732181199565 0.028626781880043528
36 12 14 0.34187812093714587 0.058121879062854154
37 12 14 0.33298193729463066 0.06701806270536936
38 12 14 0.3308853293029765 0.06911467069702354
39 12 14 0.339877535435737 0.06012246456426301
39 15 18 0.37490583270930483 0.02509416729069519
40 12 14 0.36126222358030446 0.03873777641969556
40 15 18 0.3323934980358613 0.0676065019641387
41 4 7 0.3626081431167505 0.03739185688324953
41 12 14 0.38786516174085456 0.012134838259145464
41 15 18 0.3390927411970627 0.06090725880293735
42 4 7 0.3502097708078343 0.04979022919216575
42 15 18 0.37864744421756 0.021352555782439997
43 4 7 0.3536209372161482 0.04637906278385184
44 4 7 0.3573128624831692 0.04268713751683084
44 12 20 0.39192038861336664 0.008079611386633379
45 4 7 0.35457045534067966 0.045429544659320364
45 15 20 0.33715331828778267 0.06284668171221736
46 4 7 0.3474359012629229 0.052564098737077125
47 4 7 0.34197448548359166 0.05802551451640836
