timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
1 4 12 0.34919974954340094 0.05080025045659908
1 5 22 0.38788644997024985 0.012113550029750175
1 15 24 0.37697087677833935 0.023029123221660674
2 1 15 0.38255463204817175 0.017445367951828272
2 5 22 0.38019823358362725 0.019801766416372768
3 1 15 0.37414860793291643 0.02585139206708359
3 5 16 0.3748968352628665 0.025103164737133532
3 5 22 0.3678653031011837 0.03213469689881632
4 1 15 0.3647132582017294 0.03528674179827063
4 5 16 0.3627177026361605 0.037282297363839534
4 5 22 0.36645308266147825 0.033546917338521776
